Participant,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4
29,119,99,fill,299.3,565.3000000000001,383.29999999999995,332.9,I got to look around,the most well-established,museum,in Scotland.
29,120,120,fill,265.6,246.79999999999998,317.40000000000003,517.4,I took,the most indirect,train journey,in South Africa.
13,1,112,fill,682,378.8,380.3,406.8,I ate,the best,sushi,in Japan.
13,2,9,exp,503.8,376.7,454.40000000000003,544.2,Every,view,on the app,looked breathtaking.
13,3,2,exp,464.5,346.9,458.9,495.2,Every,hostel,in London,seemed quirky.
13,4,104,fill,845,423.70000000000005,523.4,633.7,I got a room at,the fanciest,boutique hotel,in Australia.
13,5,21,exp,500.49999999999994,321.79999999999995,398.2,649.4,Every,building,in the brochure,looked unique.
13,6,33,exp,769.4,354.9,637.4,607.1,Every,zoo,in the vlog,looked responsible.
13,7,25,exp,462.3,310.09999999999997,357,506.2,Every,river,in the blog,looked soothing.
13,8,23,exp,616.1999999999999,414.2,604.1999999999999,674.6999999999999,Every,cruise,looked idyllic,in the vlog.
13,9,83,fill,461.9,632.6,524.5999999999999,816.1,I rode,the biggest,rollercoaster,in Malaga.
13,10,37,exp,442.5,357.4,323.90000000000003,350.5,Every,villa,on the website,looked stunning.
13,11,119,fill,604.5,499.8,470,559.6,I got to enjoy,the most remote,hot spring,in Hungary.
13,12,106,fill,476.9,557.1,540.6,460.7,I did,the most difficult,trek,in Brazil.
13,13,118,fill,652.5999999999999,485.70000000000005,519,521.3,I walked along,the straightest,canal path,in Wales.
13,14,60,exp,360.70000000000005,395.8,441,479.6,Every,neighbourhood,seemed bustling,in Tokyo.
13,15,47,exp,692.4,393.29999999999995,524,417.7,Every,chalet,looked pleasant,on the website.
13,16,64,fill,495.8,572.2,408.2,353.2,I stayed at,the most luxurious,hotel,in Berlin.
13,17,111,fill,657.9000000000001,405,501.70000000000005,420.9,I got to experience,the most vibrant,nightlife,in Thailand.
13,18,38,exp,348.3,2756.5,497.8,347.2,Every,pub,in Perth,seemed cosy.
13,19,74,fill,530.8000000000001,603,394.1,403.8,I tasted,the most unique,beer,in Melbourne.
13,20,76,fill,6147.700000000001,4815.5,14832.9,719.7,I visited,the smallest,coffee shop,in São Paulo.
13,21,114,fill,391.79999999999995,609.1,373.7,415.9,I bought food from,the oldest,market,Morocco.
13,22,46,exp,398,394.4,351.5,414.9,Every,theatre,in Berlin,seemed historic.
13,23,29,exp,474,315.2,278.3,280.2,Every,shop,on the app,looked trendy.
13,24,26,exp,436.40000000000003,382.40000000000003,392.2,403,Every,bar,in Prague,seemed lively.
13,25,78,fill,430.59999999999997,573.3000000000001,425.20000000000005,366.3,I drank from,the most well-known,fountain,in Bern.
13,26,89,fill,494.59999999999997,275,324.40000000000003,311.7,I had,the finest,seafood,in Budapest.
13,27,69,fill,1064.1000000000001,314.2,506.70000000000005,430.70000000000005,I was able to take photos of,the rarest,bird,in Aberdeen.
13,28,80,fill,1414.1,670.5,411.8,369.7,I got to enjoy,the tastiest,curry,in Bogotá.
13,29,58,exp,372,239.9,291.7,233,Every,bistro,in Leeds,seemed popular.
13,30,36,exp,397.1,310,357.8,557.8,Every,place,seemed awesome,in Los Angeles.
13,31,27,exp,402.6,330.40000000000003,563.1,575.0999999999999,Every,cabin,looked peaceful,on the website.
13,32,70,fill,398.6,519.2,378.2,417.7,I ate at,the poshest,restaurant,in Helsinki.
13,33,62,fill,297.8,240,896.5,449.1,I experienced,the hottest,day on record,in Bordeaux.
13,34,67,fill,418.7,577.0999999999999,403.8,432.3,I saw,the best views,views,in Vienna.
13,35,32,exp,464.3,412.7,622.6,417,Every,apartment,seemed wonderful,in Madrid.
13,36,48,exp,337,403.3,701.3000000000001,419.59999999999997,Every,castle,seemed well-maintained,in Istanbul.
13,37,53,exp,318.09999999999997,453.2,338.9,467.6,Every,rollercoaster,in the vlog,looked thrilling.
13,38,8,exp,3971.9,369.59999999999997,568.1,574.3000000000001,Every,hotel,seemed luxurious,in Rome.
13,39,87,fill,419.8,431.3,417.7,458,I sailed down,the widest,river,in Dublin.
13,40,94,fill,363.4,1274.6,442.09999999999997,451.40000000000003,I paraglided over,the most beautiful,spot,in Germany.
13,41,13,exp,447.79999999999995,329.5,323.5,471,Every,campsite,in the vlog,looked picturesque.
13,42,107,fill,618.1,549.2,687.5,565.5,I enjoyed,the cheapest,vegan food,in India.
13,43,14,exp,477.1,370.40000000000003,476.5,510.29999999999995,Every,tour,in Budapest,seemed relaxing.
13,44,77,fill,496.09999999999997,887.7,403,1199.2,I sunbathed,the longest,beach,in Mumbai.
13,45,10,exp,460.4,411.9,451.79999999999995,394.8,Every,canal,in Gloucester,seemed lovely.
13,46,92,fill,536.3,623.3,474.5,451.29999999999995,I bathed in,the cleanest,sea,in France.
13,47,35,exp,478.9,392.7,453.1,571.9,Every,palace,looked opulent,in the blog.
13,48,98,fill,816.4,487.9,474.4,636.3,I was staying near,the oldest,university,in The Netherlands.
13,49,45,exp,446.90000000000003,404.4,442.3,635.4,Every,lighthouse,in the blog,looked magnificent.
13,50,4,exp,600.9,425.59999999999997,556.5,524.5,Every,park,seemed nice,in Newcastle.
13,51,16,exp,413,347.8,535.5,490.5,Every,gallery,seemed high-end,in Venice.
13,52,88,fill,864.4,1517.6000000000001,416.2,512.3,I got to stay in,the least well-known,area,in Swansea.
13,53,1,exp,401.1,370.2,516.9,517.8000000000001,Every,beach,in the brochure,looked beautiful.
13,54,63,fill,567.8,552.4,471.2,431.7,I ate,the most expensive,pizza,in Rome.
13,55,99,fill,1193.6,755.1999999999999,582.6,431.7,I got to look around,the most well-established,museum,in Scotland.
13,56,34,exp,3184,518.7,469.3,537.6999999999999,Every,excursion,in Bucharest,seemed unique.
13,57,56,exp,447.5,391.7,467.7,441.3,Every,statue,seemed famous,in New York.
13,58,50,exp,421.4,353.7,357.5,410,Every,temple,in Sydney,seemed fantastic.
13,59,86,fill,381.2,572.3000000000001,476.4,468.8,I walked across,the most famous,bridge,in Lisbon.
13,60,105,fill,631.8000000000001,524.2,656,654.5,I went down,the fastest,waterslide,in Sweden.
13,61,39,exp,636.5,435.5,625.4,704.6,Every,lake,looked pristine,on the app.
13,62,120,fill,3828.2,591.6,684.6999999999999,776.5,I took,the most indirect,train journey,in South Africa.
13,63,81,fill,669.1,585.8,518.8000000000001,366,I visited,the most ancient,temple,in Bangkok.
13,64,75,fill,1083.9,381.1,468,399.7,I rented,the priciest,car available,in Stockholm.
13,65,20,exp,494.2,420.3,533,675.1,Every,church,seemed ornate,in Belfast.
13,66,95,fill,915.5,942.9,840.0999999999999,816.6,I went to,the very first,pub,in England.
13,67,17,exp,360,329.40000000000003,447.1,577.0999999999999,Every,guesthouse,on the website,looked old-fashioned.
13,68,103,fill,516.2,920.1,708.2,467.9,I bought,the most fashionable,jacket,in Russia.
13,69,68,fill,396.9,493.8,493.3,564.1,I rode,the fastest,train,in Rotterdam.
13,70,82,fill,465.2,522.4,525.9000000000001,528.8000000000001,I swam in,the largest,swimming pool,in Tokyo.
13,71,12,exp,481.3,402.4,556.5,504.2,Every,B&B,seemed cheap,in Cardiff.
13,72,55,exp,504,432.5,640.5999999999999,623.7,Every,forest,looked sprawling,in the blog.
13,73,85,fill,492.3,482.5,520.5999999999999,575.6,I went up,the newest,skyscraper,in Istanbul.
13,74,52,exp,505.4,390.5,671,648.4,Every,lodge,seemed inexpensive,in Bangkok.
13,75,41,exp,431.8,424.5,656.2,489.8,Every,waterfall,in the brochure,looked gorgeous.
13,76,42,exp,447.29999999999995,471.8,606.9,711.7,Every,barge,in Krakow,seemed spacious.
13,77,93,fill,468.3,499.59999999999997,690.6,495.7,I took,the highest,helicopter ride,in Italy.
13,78,117,fill,492.4,552,472.5,382.7,I went to a gig by,the most famous,band,in Ireland.
13,79,113,fill,580.7,439.59999999999997,644.1,441,I got to explore,the most convoluted,caves,in Spain.
13,80,59,exp,559.2,407,578.7,599.3000000000001,Every,trek,looked challenging,on the app.
13,81,51,exp,416.8,382.40000000000003,503.29999999999995,522.8000000000001,Every,brewery,looked exclusive,in the brochure.
13,82,71,fill,746.1999999999999,544.1,524.8000000000001,987.8,I was staying in,the most modern,appartment block,in Shanghai.
13,83,97,fill,347.8,509.1,488.4,502.90000000000003,I visited,the most historical,monument,in Austria.
13,84,15,exp,466.4,432.40000000000003,474.2,466.2,Every,town,looked pretty,in the blog.
13,85,96,fill,481.9,427,604,579.4,I drank at,the trendiest,bar,in Belgium.
13,86,44,exp,577.5,302.59999999999997,506.90000000000003,418,Every,sight,seemed picture-perfect,in Cairo.
13,87,84,fill,547.1,582.8,575.0999999999999,1060.4,I stayed at,the cleanest,hostel,in Marrakesh.
13,88,3,exp,1732.3999999999999,428.59999999999997,477.1,451.40000000000003,Every,restaurant,looked fancy,in the vlog.
13,89,101,fill,2015.3,514.9,502.29999999999995,464.6,I took a boat trip on,the deepest,lake,in China.
13,90,31,exp,462.6,402.4,640.5,760.6,Every,bridge,looked amazing,in the brochure.
13,91,5,exp,5163.1,419,480.8,470.5,Every,market,in the blog,looked exciting.
13,92,115,fill,614.8000000000001,523.4,893,814.6999999999999,I got to see,the biggest,Mosque minaret,in Turkey.
13,93,30,exp,505.09999999999997,424,527,720.4000000000001,Every,square,in Florence,seemed busy.
13,94,100,fill,943.4,507.49999999999994,924,540.3,I arrived during,the best,time for skiing,in Finland.
13,95,102,fill,500.70000000000005,738.6,571.3000000000001,543.2,I got to taste,the most authentic,gelato,in Canada.
13,96,79,fill,414.9,393.1,381.6,389.1,I tried,the best,ice-cream,in Athens.
13,97,28,exp,416.4,340.8,385.79999999999995,380.59999999999997,Every,eatery,seemed funky,in Warsaw.
13,98,91,fill,681.2,728.1999999999999,869.7,726.4000000000001,I got to try,the most delicious,spaghetti,in the US.
13,99,65,fill,795.4,425.3,422,399.6,I'd booked in at,the oldest,B&B,in York.
13,100,18,exp,438,388.2,394.3,432.40000000000003,Every,café,in Glasgow,seemed cute.
13,101,7,exp,433.90000000000003,401.5,387.79999999999995,374.40000000000003,Every,museum,looked cool,on the website.
13,102,72,fill,399.6,370.7,374.3,619.6,I tried,the spiciest,noodles you can find,in Vancouver.
13,103,43,exp,400.1,336.2,418,415.3,Every,delicacy,looked tasty,in the vlog.
13,104,108,fill,621.1999999999999,702.0999999999999,407.8,431,I ordered,the most alcoholic,cocktail,in Switzerland.
13,105,61,fill,399.6,391.79999999999995,324.1,382.7,I climbed,the tallest,building,in New York.
13,106,11,exp,377.7,335.9,344.9,347.1,Every,village,looked quaint,in the brochure.
13,107,90,fill,431.7,425,409.7,562.1,I ate,the nicest,cheese,in Johannesburgh.
13,108,116,fill,533.5,413.2,375,377.5,I was lucky enough to try,the finest,wine,in Portugal.
13,109,22,exp,443.3,391.79999999999995,406.1,450.7,Every,cottage,in Durham,seemed charming.
13,110,54,exp,436.2,396.2,349.2,390.40000000000003,Every,walk,in Barcelona,seemed easy.
13,111,73,fill,681.6,485.09999999999997,532.9000000000001,518.2,I got to experience,the heaviest,snow to ever fall,in Moscow.
13,112,57,exp,409.8,357.9,453.29999999999995,493,Every,farm,on the website,looked eco-friendly.
13,113,40,exp,434.09999999999997,398.7,695.5,470.7,Every,garden,seemed colourful,in Zagreb.
13,114,19,exp,400.2,398.1,510.1,495,Every,hike,looked scenic,on the app.
13,115,110,fill,431.90000000000003,504.29999999999995,474.7,548.4,I got to see,the most romantic,sunsets,in Colombia.
13,116,49,exp,412.2,395.1,492.59999999999997,515.1,Every,fountain,on the app,looked impressive.
13,117,109,fill,452.5,537.6,507.4,581.4,I went on,the most scenic,boat trip,in Greece.
13,118,24,exp,468.5,330.29999999999995,556.6,398.1,Every,getaway,seemed romantic,in Amsterdam.
13,119,6,exp,475.5,416.8,354.1,373.7,Every,monument,in Edinburgh,seemed interesting.
13,120,66,fill,327.90000000000003,339.3,423.20000000000005,365.59999999999997,I got to see,the greenest,park,in Brussels.
2,1,104,fill,899.4,637,504.29999999999995,582.2,I got a room at,the fanciest,boutique hotel,in Australia.
2,2,45,exp,447.5,473.8,398.8,457.5,Every,lighthouse,in Mexico,looked magnificent.
2,3,84,fill,747.5,481.4,452.7,482.9,I stayed at,the cleanest,hostel,in Marrakesh.
2,4,52,exp,583.2,486.5,466.7,581.5,Every,lodge,on the website,seemed inexpensive.
2,5,118,fill,765.5,521.5999999999999,622.1,515.2,I walked along,the straightest,canal path,in Wales.
2,6,68,fill,791.5,523,472.4,490.8,I rode,the fastest,train,in Rotterdam.
2,7,75,fill,648.4,473.6,572.3000000000001,538.1,I rented,the priciest,car available,in Stockholm.
2,8,3,exp,552.1,456,552.8,522.9,Every,restaurant,looked fancy,in Italy.
2,9,96,fill,713.9,428.4,384.40000000000003,416.5,I drank at,the trendiest,bar,in Belgium.
2,10,109,fill,498.40000000000003,546.9000000000001,466.3,500.6,I went on,the most scenic,boat trip,in Greece.
2,11,6,exp,548,455.5,469,518.3,Every,monument,seemed interesting,in the brochure.
2,12,56,exp,519.4,408.9,429.5,380.7,Every,statue,in the brochure,seemed famous.
2,13,17,exp,716.5,440.3,401.1,502.6,Every,guesthouse,in France,looked old-fashioned.
2,14,34,exp,446.7,437.59999999999997,371.5,429,Every,excursion,seemed unique,on the app.
2,15,58,exp,388.5,332.4,465,372.3,Every,bistro,seemed popular,in the vlog.
2,16,73,fill,670.3,399.6,347.3,485.70000000000005,I got to experience,the heaviest,snow to ever fall,in Moscow.
2,17,44,exp,420.59999999999997,385.29999999999995,345.4,381.2,Every,sight,on the app,seemed picture-perfect.
2,18,106,fill,445.40000000000003,347.2,339.1,365.59999999999997,I did,the most difficult,trek,in Brazil.
2,19,91,fill,350.3,565.3000000000001,371.90000000000003,348.9,I got to try,the most delicious,spaghetti,in the US.
2,20,20,exp,418.6,314.5,340.2,428.4,Every,church,in the blog,seemed ornate.
2,21,37,exp,420.70000000000005,329,339.9,394.9,Every,villa,in Egypt,looked stunning.
2,22,19,exp,421.4,320.79999999999995,301.59999999999997,338.6,Every,hike,looked scenic,in China.
2,23,90,fill,429.9,322,381.79999999999995,331.6,I ate,the nicest,cheese,in Johannesburgh.
2,24,88,fill,570.4,437.2,437,433.09999999999997,I got to stay in,the least well-known,area,in Swansea.
2,25,105,fill,536.4,433.2,339.5,409.4,I went down,the fastest,waterslide,in Sweden.
2,26,51,exp,666.4,333.6,337.8,366.3,Every,brewery,looked exclusive,in Canada.
2,27,120,fill,374.8,388.79999999999995,466.7,399.8,I took,the most indirect,train journey,in South Africa.
2,28,94,fill,822.1,423.70000000000005,365.5,332.2,I paraglided over,the most beautiful,spot,in Germany.
2,29,77,fill,348.8,399.6,346.7,349.4,I sunbathed,the longest,beach,in Mumbai.
2,30,42,exp,470.6,332,319.40000000000003,351.8,Every,barge,seemed spacious,on the website.
2,31,62,fill,365.9,315.2,295.3,340.5,I experienced,the hottest,day on record,in Bordeaux.
2,32,99,fill,407,517.9,380.40000000000003,432,I got to look around,the most well-established,museum,in Scotland.
2,33,53,exp,389.79999999999995,434.3,414.4,364.3,Every,rollercoaster,in Belgium,looked thrilling.
2,34,28,exp,355.6,352.9,383.40000000000003,364.59999999999997,Every,eatery,in the vlog,seemed funky.
2,35,8,exp,519,306.3,376.5,402.8,Every,hotel,in the vlog,seemed luxurious.
2,36,35,exp,586.2,475.8,451.5,403.3,Every,palace,looked opulent,in Sweden.
2,37,93,fill,368.4,351,352.2,446,I took,the highest,helicopter ride,in Italy.
2,38,18,exp,438.8,348.5,348.2,376.09999999999997,Every,café,seemed cute,in the vlog.
2,39,81,fill,451.29999999999995,376,514.5999999999999,401.1,I visited,the most ancient,temple,in Bangkok.
2,40,21,exp,375.7,401.5,322.29999999999995,365.3,Every,building,in Switzerland,looked unique.
2,41,85,fill,434,403.8,374.09999999999997,421.59999999999997,I went up,the newest,skyscraper,in Istanbul.
2,42,60,exp,365.20000000000005,349.1,318.7,381.6,Every,neighbourhood,in the blog,seemed bustling.
2,43,110,fill,456.9,423.8,362.4,381.1,I got to see,the most romantic,sunsets,in Colombia.
2,44,82,fill,420.09999999999997,315.59999999999997,366.70000000000005,388.5,I swam in,the largest,swimming pool,in Tokyo.
2,45,49,exp,391.90000000000003,369.8,342.1,451.79999999999995,Every,fountain,in Turkey,looked impressive.
2,46,36,exp,517.9,346.3,406.6,420.9,Every,place,in the brochure,seemed awesome.
2,47,39,exp,341.5,316.8,301.5,333.8,Every,lake,looked pristine,in Australia.
2,48,69,fill,806.5,374.5,373.59999999999997,382.90000000000003,I was able to take photos of,the rarest,bird,in Aberdeen.
2,49,13,exp,404.1,332.1,372.2,397.1,Every,campsite,in Germany,looked picturesque.
2,50,92,fill,591.5,357.9,359.3,347.3,I bathed in,the cleanest,sea,in France.
2,51,114,fill,355.6,502.4,369.3,402.3,I bought food from,the oldest,market,Morocco.
2,52,59,exp,330.90000000000003,305.20000000000005,361,361.59999999999997,Every,trek,looked challenging,in Thailand.
2,53,23,exp,412.3,372,374,359.59999999999997,Every,cruise,looked idyllic,in Finland.
2,54,78,fill,453.5,404.4,355.7,365.20000000000005,I drank from,the most well-known,fountain,in Bern.
2,55,89,fill,355.3,298.4,300.59999999999997,297.5,I had,the finest,seafood,in Budapest.
2,56,63,fill,389.40000000000003,302.9,344.3,270,I ate,the most expensive,pizza,in Rome.
2,57,66,fill,289.9,298.9,313.3,316.2,I got to see,the greenest,park,in Brussels.
2,58,117,fill,291.2,622.6,391.7,405.9,I went to a gig by,the most famous,band,in Ireland.
2,59,12,exp,450.2,366.5,348.8,308.8,Every,B&B,on the website,seemed cheap.
2,60,95,fill,382.2,269.3,318.79999999999995,287.5,I went to,the very first,pub,in England.
2,61,107,fill,334.7,262.6,283.9,295,I enjoyed,the cheapest,vegan food,in India.
2,62,9,exp,331.3,248.6,298,301.20000000000005,Every,view,in Japan,looked breathtaking.
2,63,33,exp,270.9,266.2,283.6,306.09999999999997,Every,zoo,in Thailand,looked responsible.
2,64,30,exp,319.90000000000003,279.2,283,272.6,Every,square,seemed busy,in the blog.
2,65,16,exp,336.9,298.59999999999997,305.5,350.7,Every,gallery,in the brochure,seemed high-end.
2,66,38,exp,278.3,247,283.6,285.2,Every,pub,seemed cosy,in the vlog.
2,67,48,exp,300.4,270.3,355.5,349.5,Every,castle,in the vlog,seemed well-maintained.
2,68,72,fill,298.8,264.79999999999995,307.90000000000003,449.40000000000003,I tried,the spiciest,noodles you can find,in Vancouver.
2,69,76,fill,471.1,286.2,258.5,375.59999999999997,I visited,the smallest,coffee shop,in São Paulo.
2,70,7,exp,331.7,270.9,301.20000000000005,314.59999999999997,Every,museum,looked cool,in Portugal.
2,71,47,exp,359.4,306,302.5,363.09999999999997,Every,chalet,looked pleasant,in Denmark.
2,72,116,fill,318.40000000000003,440.40000000000003,341.5,294.3,I was lucky enough to try,the finest,wine,in Portugal.
2,73,15,exp,349.4,282.9,324.40000000000003,317.7,Every,town,looked pretty,in Peru.
2,74,10,exp,372,349.1,287.1,350.1,Every,canal,seemed lovely,in the blog.
2,75,43,exp,339.6,293.2,269.4,375.09999999999997,Every,delicacy,looked tasty,in Venezuela.
2,76,32,exp,335.8,316.7,300.59999999999997,338.8,Every,apartment,on the website,seemed wonderful.
2,77,97,fill,328.2,314.3,303.70000000000005,318.5,I visited,the most historical,monument,in Austria.
2,78,103,fill,263.1,266,334.7,317.2,I bought,the most fashionable,jacket,in Russia.
2,79,1,exp,401.3,270.4,315.3,297.09999999999997,Every,beach,in Spain,looked beautiful.
2,80,41,exp,417,298.4,356.59999999999997,336,Every,waterfall,in Slovakia,looked gorgeous.
2,81,2,exp,324.5,267.1,287.5,349.1,Every,hostel,seemed quirky,on the website.
2,82,65,fill,399.9,382.40000000000003,302.8,354.4,I'd booked in at,the oldest,B&B,in York.
2,83,115,fill,429.9,302.09999999999997,331.9,404.8,I got to see,the biggest,Mosque minaret,in Turkey.
2,84,113,fill,399.1,282.9,350.1,470,I got to explore,the most convoluted,caves,in Spain.
2,85,27,exp,352.4,355.4,357.9,387.7,Every,cabin,looked peaceful,in Poland.
2,86,50,exp,334,297,336.5,353.7,Every,temple,seemed fantastic,in the blog.
2,87,54,exp,269.3,266.90000000000003,299.09999999999997,359.09999999999997,Every,walk,seemed easy,on the app.
2,88,71,fill,367.3,299.3,298.9,366.59999999999997,I was staying in,the most modern,appartment block,in Shanghai.
2,89,4,exp,416.4,299.4,343.7,338.1,Every,park,on the app,seemed nice.
2,90,14,exp,368.20000000000005,318.5,398.5,354.9,Every,tour,seemed relaxing,on the app.
2,91,40,exp,328.7,342,331.6,387.1,Every,garden,in the blog,seemed colourful.
2,92,86,fill,404.6,325.2,331.6,338.3,I walked across,the most famous,bridge,in Lisbon.
2,93,108,fill,339.3,399.5,388.6,368.70000000000005,I ordered,the most alcoholic,cocktail,in Switzerland.
2,94,31,exp,285,297.4,298.8,298.9,Every,bridge,looked amazing,in Argentina.
2,95,98,fill,334.6,331.4,282.3,347.4,I was staying near,the oldest,university,in The Netherlands.
2,96,55,exp,433.5,366,332.1,350.8,Every,forest,looked sprawling,in Austria.
2,97,74,fill,488.3,321.5,299.09999999999997,312.2,I tasted,the most unique,beer,in Melbourne.
2,98,64,fill,274,289,300.9,291.5,I stayed at,the most luxurious,hotel,in Berlin.
2,99,101,fill,440.3,404.9,324,356.5,I took a boat trip on,the deepest,lake,in China.
2,100,80,fill,385,398.6,305.4,349.9,I got to enjoy,the tastiest,curry,in Bogotá.
2,101,57,exp,275.5,298.59999999999997,278.7,336.9,Every,farm,in Greece,looked eco-friendly.
2,102,111,fill,331.6,270.8,342,284.9,I got to experience,the most vibrant,nightlife,in Thailand.
2,103,46,exp,298.70000000000005,286.9,305.5,292.6,Every,theatre,seemed historic,in the brochure.
2,104,79,fill,297,241.2,318.3,305.20000000000005,I tried,the best,ice-cream,in Athens.
2,105,5,exp,291.8,282.9,271.1,366.9,Every,market,in Scotland,looked exciting.
2,106,61,fill,299.70000000000005,269.5,292.4,309.7,I climbed,the tallest,building,in New York.
2,107,83,fill,317.3,303.09999999999997,339.4,391,I rode,the biggest,rollercoaster,in Malaga.
2,108,26,exp,398,300.9,299.3,298.9,Every,bar,seemed lively,in the brochure.
2,109,11,exp,275.8,265,285.4,334.2,Every,village,looked quaint,in Slovenia.
2,110,119,fill,364.20000000000005,316,383,365.20000000000005,I got to enjoy,the most remote,hot spring,in Hungary.
2,111,112,fill,299,281.9,271.3,306.59999999999997,I ate,the best,sushi,in Japan.
2,112,87,fill,267.29999999999995,241.9,269.4,283.5,I sailed down,the widest,river,in Dublin.
2,113,22,exp,357.59999999999997,307,318.7,357.59999999999997,Every,cottage,seemed charming,on the website.
2,114,24,exp,284.8,255.1,266.6,328.29999999999995,Every,getaway,on the app,seemed romantic.
2,115,67,fill,328.7,255.5,301.4,288.4,I saw,the best views,views,in Vienna.
2,116,25,exp,321.5,272.2,264.29999999999995,318.5,Every,river,in Norway,looked soothing.
2,117,102,fill,253.8,247.4,240.5,337.2,I got to taste,the most authentic,gelato,in Canada.
2,118,29,exp,291.1,255.5,268.1,331.8,Every,shop,in Hungary,looked trendy.
2,119,100,fill,239.6,286.6,280.8,271.5,I arrived during,the best,time for skiing,in Finland.
2,120,70,fill,414,288.2,367.9,332.4,I ate at,the poshest,restaurant,in Helsinki.
6,1,92,fill,373.3,290.3,317.5,418.8,I bathed in,the cleanest,sea,in France.
6,2,101,fill,349.3,308.59999999999997,367,343.3,I took a boat trip on,the deepest,lake,in China.
6,3,108,fill,429.09999999999997,325.7,397.7,359.4,I ordered,the most alcoholic,cocktail,in Switzerland.
6,4,95,fill,369.8,251.9,335,451.6,I went to,the very first,pub,in England.
6,5,38,exp,568.6,334.5,253.6,370.09999999999997,Every,pub,in the vlog,seemed cosy.
6,6,6,exp,484.9,272.7,283.7,351.1,Every,monument,in the brochure,seemed interesting.
6,7,29,exp,392.29999999999995,261.5,234.2,310.2,Every,shop,looked trendy,in Hungary.
6,8,64,fill,334.3,284.3,324.1,319.29999999999995,I stayed at,the most luxurious,hotel,in Berlin.
6,9,80,fill,374.09999999999997,286.6,304.5,352.3,I got to enjoy,the tastiest,curry,in Bogotá.
6,10,1,exp,416.3,205.9,197.6,369.09999999999997,Every,beach,looked beautiful,in Spain.
6,11,14,exp,538.2,216,229.9,618.4,Every,tour,on the app,seemed relaxing.
6,12,3,exp,351,204.8,202,381.7,Every,restaurant,in Italy,looked fancy.
6,13,81,fill,296.3,288.9,307.90000000000003,369.2,I visited,the most ancient,temple,in Bangkok.
6,14,22,exp,308.2,216.79999999999998,230.8,332.8,Every,cottage,on the website,seemed charming.
6,15,26,exp,323.1,200.7,237.6,340.2,Every,bar,in the brochure,seemed lively.
6,16,9,exp,378.90000000000003,246.4,224.1,466.5,Every,view,looked breathtaking,in Japan.
6,17,84,fill,393.40000000000003,362.4,400.9,451.40000000000003,I stayed at,the cleanest,hostel,in Marrakesh.
6,18,118,fill,391.90000000000003,348,349.8,380.90000000000003,I walked along,the straightest,canal path,in Wales.
6,19,62,fill,332.9,246,326,341,I experienced,the hottest,day on record,in Bordeaux.
6,20,83,fill,305.3,226.8,217.9,280.1,I rode,the biggest,rollercoaster,in Malaga.
6,21,98,fill,351.1,343.3,328,553.1,I was staying near,the oldest,university,in The Netherlands.
6,22,100,fill,314.7,285.1,262.90000000000003,299.59999999999997,I arrived during,the best,time for skiing,in Finland.
6,23,112,fill,393.5,272.1,248.5,391.5,I ate,the best,sushi,in Japan.
6,24,45,exp,319.79999999999995,234,255.2,342.4,Every,lighthouse,looked magnificent,in Mexico.
6,25,52,exp,352,237.7,212,331,Every,lodge,seemed inexpensive,on the website.
6,26,88,fill,230.8,215.10000000000002,345.4,563.4,I got to stay in,the least well-known,area,in Swansea.
6,27,65,fill,291.4,286.4,325.6,357.20000000000005,I'd booked in at,the oldest,B&B,in York.
6,28,78,fill,284.6,277.2,350,369.5,I drank from,the most well-known,fountain,in Bern.
6,29,8,exp,292.9,256.5,307.2,385.2,Every,hotel,seemed luxurious,in the vlog.
6,30,119,fill,312.40000000000003,252.8,351.5,378.09999999999997,I got to enjoy,the most remote,hot spring,in Hungary.
6,31,30,exp,205.3,221.29999999999998,241.79999999999998,271.4,Every,square,in the blog,seemed busy.
6,32,27,exp,177.3,196.20000000000002,219.1,255,Every,cabin,in Poland,looked peaceful.
6,33,28,exp,251.5,206.5,178,329.79999999999995,Every,eatery,seemed funky,in the vlog.
6,34,72,fill,239.9,209.4,222.20000000000002,502,I tried,the spiciest,noodles you can find,in Vancouver.
6,35,47,exp,417.8,242.2,175.1,157.9,Every,chalet,in Denmark,looked pleasant.
6,36,94,fill,219.20000000000002,218.29999999999998,310.3,309.40000000000003,I paraglided over,the most beautiful,spot,in Germany.
6,37,5,exp,316.3,192.89999999999998,188.4,387.29999999999995,Every,market,looked exciting,in Scotland.
6,38,109,fill,197,187.70000000000002,210.79999999999998,244.9,I went on,the most scenic,boat trip,in Greece.
6,39,50,exp,205,215.7,180.4,237.4,Every,temple,in the blog,seemed fantastic.
6,40,36,exp,206,211,184.70000000000002,222.5,Every,place,seemed awesome,in the brochure.
6,41,90,fill,294.09999999999997,216.6,311.59999999999997,336.4,I ate,the nicest,cheese,in Johannesburgh.
6,42,25,exp,305.5,199.1,252.9,298,Every,river,looked soothing,in Norway.
6,43,74,fill,221.1,219.9,204.8,305.4,I tasted,the most unique,beer,in Melbourne.
6,44,37,exp,243.2,214.4,188.9,313.3,Every,villa,looked stunning,in Egypt.
6,45,10,exp,234,195.1,209.1,276.5,Every,canal,in the blog,seemed lovely.
6,46,42,exp,263.1,195.89999999999998,205.4,272.9,Every,barge,on the website,seemed spacious.
6,47,19,exp,208.1,187.6,212.2,200.3,Every,hike,in China,looked scenic.
